ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10819009100101112,0.4670180395566181,0.43576594880130026,0.9720870129464447,0.25313461083510763,0.19597632535420517,0.17596797301616532,-0.6405032135352391,-0.816448393886668
